nama_produk,kategori,username,rating,ulasan,tanggal,ulasan_bersih,sentimen,panjang_ulasan
LS Skincare Paket Brightening,skincare,V***a,2,Pesan satu paket brightening booster tp gada toner nya,Lebih dari 1 tahun lalu,pesan satu paket brightening booster tp gada toner nya,negatif,9
LS Skincare Paket Brightening,skincare,H***n,2,Ka tolong jelasin dong ini kenapa beli yang ke 2 aga beda ya??jadi mau make LG takut.,Lebih dari 1 tahun lalu,ka tolong jelasin dong ini kenapa beli yang ke aga beda yajadi mau make lg takut,negatif,16
LS Skincare Paket Brightening,skincare,O***n,2,Kok rasa beda ya pas dipakai dgn pertama aq beli,Lebih dari 1 tahun lalu,kok rasa beda ya pas dipakai dgn pertama aq beli,negatif,10
LS Skincare Paket Brightening,skincare,Y***g,2,"Toko ny sih sat set..tp pengirimannya pakai ninja van mengerikan..sangat buruk..tgl 24 pdhal sudah smpai di lokasi terakhir,tapi baru smpai rumah tgl 29..",Lebih dari 1 tahun lalu,toko ny sih sat settp pengirimannya pakai ninja van mengerikansangat buruktgl pdhal sudah smpai di lokasi terakhirtapi baru smpai rumah tgl,negatif,21
LS Skincare Paket Brightening,skincare,O***a,2,Udh ku pakek 2x mukaku gatal terus merah leherku jadi bintik2 kenapaya,Lebih dari 1 tahun lalu,udh ku pakek x mukaku gatal terus merah leherku jadi bintik kenapaya,negatif,12
LS Skincare Paket Brightening,skincare,G***s,2,"Ini kenapa stiker nya kok beda ya kak, kayak palsu gitu yang cream mlm nya",Lebih dari 1 tahun lalu,ini kenapa stiker nya kok beda ya kak kayak palsu gitu yang cream mlm nya,negatif,15
LS Skincare Paket Brightening,skincare,W***c,2,"ud berkali"" pesen di toko ini, biasanya cream mlm nya bewarna kuning tp kaliini cream mlm nya bewarna putih kehijauan dan bikin numbuh jerawat, kira kira knp ya ko bi...",Lebih dari 1 tahun lalu,ud berkali pesen di toko ini biasanya cream mlm nya bewarna kuning tp kaliini cream mlm nya bewarna putih kehijauan dan bikin numbuh jerawat kira kira knp ya ko bi,negatif,30
LS Skincare Paket Brightening,skincare,R***t,2,"Pengemasan dan isi paket pertama beli dN kedua beda bgt, di muka juga pake paket yg kedua jadi lebih kusam ke muka.. gak sebersih waktu pake paket yg pertama, entah deh m...",Lebih dari 1 tahun lalu,pengemasan dan isi paket pertama beli dn kedua beda bgt di muka juga pake paket yg kedua jadi lebih kusam ke muka gak sebersih waktu pake paket yg pertama entah deh m,negatif,32
LS Skincare Paket Brightening,skincare,T***q,2,"Yang satu paket lengkap , yang satu sabunya gk dikasih malah dikasih dobel toner",Lebih dari 1 tahun lalu,yang satu paket lengkap yang satu sabunya gk dikasih malah dikasih dobel toner,negatif,13
LS Skincare Paket Brightening,skincare,P***e,2,"Kenapa putih, biasanya kucing pekat ini kan yg bouster, gimna si udah kedua kali begini, kemarin aku pesen cream malam nya ga di kirim sama skli di respon aja gak sama on...",Lebih dari 1 tahun lalu,kenapa putih biasanya kucing pekat ini kan yg bouster gimna si udah kedua kali begini kemarin aku pesen cream malam nya ga di kirim sama skli di respon aja gak sama on,negatif,32
LS Skincare Paket Brightening,skincare,D***d,2,Lah kok krim MLM nya warnanya hijo kaya putih gitu sih bukan kuning,Lebih dari 1 tahun lalu,lah kok krim mlm nya warnanya hijo kaya putih gitu sih bukan kuning,negatif,13
LS Skincare Paket Brightening,skincare,N***u,2,"Diterima dalam keadaan rusak , tumpah deh facial washnya ,,",Lebih dari 1 tahun lalu,diterima dalam keadaan rusak tumpah deh facial washnya,negatif,8
LS Skincare Paket Brightening,skincare,T***u,2,Knapa yah ko beda beda warna ada yang oren ada yang pink ... Kok nggak sama yah itu ngabisin stok apa gmana yah,Lebih dari 1 tahun lalu,knapa yah ko beda beda warna ada yang oren ada yang pink kok nggak sama yah itu ngabisin stok apa gmana yah,negatif,22
LS Skincare Paket Brightening,skincare,I***l,2,Skincare dajal ga ada perubahan yaa beda SM toko sebelah gue cekot disini mlh dpt yg kw,11 bulan lalu,skincare dajal ga ada perubahan yaa beda sm toko sebelah gue cekot disini mlh dpt yg kw,negatif,17
LS Skincare Paket Brightening,skincare,U***e,1,"Ini kenapa ya krim,nya beda warna dan baunya lebih menyengat yg bru saya pesan,,tulisan,nya jga berbeda,,hrus tnggung jawab ini,,padahal sama tokonya,,jadi mikir2 lgi mau...",Lebih dari 1 tahun lalu,ini kenapa ya krimnya beda warna dan baunya lebih menyengat yg bru saya pesantulisannya jga berbedahrus tnggung jawab inipadahal sama tokonyajadi mikir lgi mau,negatif,24
LS Skincare Paket Brightening,skincare,T***n,1,"Kecewa ngga ada teliti²nya botol toner nya selang patah,gimana makai nya coba 🙄",Lebih dari 1 tahun lalu,kecewa ngga ada telitinya botol toner nya selang patahgimana makai nya coba,negatif,12
LS Skincare Paket Brightening,skincare,R***h,1,Ini pkt aku yang kedua tapi knpa kea gnh ko beda bngt dari kemasannya sampe isi itu beda bngt GK mau tau saya minta ganti rugii,10 bulan lalu,ini pkt aku yang kedua tapi knpa kea gnh ko beda bngt dari kemasannya sampe isi itu beda bngt gk mau tau saya minta ganti rugii,negatif,26
LS Skincare Paket Brightening,skincare,L***b,1,"Kalo jualan yg bener dong🤬, Gara² Produk palsu ini muka aku jadi panas terus merah gitu😭, bau krim nya juga menyengat banget sampe sakit kepala, dari kemasan nya juga b...",Lebih dari 1 tahun lalu,kalo jualan yg bener dong gara produk palsu ini muka aku jadi panas terus merah gitu bau krim nya juga menyengat banget sampe sakit kepala dari kemasan nya juga b,negatif,30
LS Skincare Paket Brightening,skincare,H***k,1,"Dasar penipu di bilang nyaa BPOM .tapi nyatanya kulit aku jadi mengelupas ,,jerawat makin bnyak bibir aku jadi kering dan tegang ,,ini bukan BPOM namanya ..mna ada BPOM m...",Lebih dari 1 tahun lalu,dasar penipu di bilang nyaa bpom tapi nyatanya kulit aku jadi mengelupas jerawat makin bnyak bibir aku jadi kering dan tegang ini bukan bpom namanya mna ada bpom m,negatif,29
LS Skincare Paket Brightening,skincare,S***p,1,"sengaja aku baru ksih ulasan slama 1minggu pmakaian,jujur gk ada hasil muka ku yg tdinya mulus mlah timbul jrwat dan bruntusan, udh gitu pas di pake toner dan sabunnya pe...",Lebih dari 1 tahun lalu,sengaja aku baru ksih ulasan slama minggu pmakaianjujur gk ada hasil muka ku yg tdinya mulus mlah timbul jrwat dan bruntusan udh gitu pas di pake toner dan sabunnya pe,negatif,30
LS Skincare Paket Brightening,skincare,M***x,1,"sumpah ga rekomen teman-teman kulitnya nambah tipis keliatan urat uratnya, aku baru beberapa hari pemakaian dan itu perih banget sumpah baru kali ini nyesel banget banget...",Lebih dari 1 tahun lalu,sumpah ga rekomen temanteman kulitnya nambah tipis keliatan urat uratnya aku baru beberapa hari pemakaian dan itu perih banget sumpah baru kali ini nyesel banget banget,negatif,26
LS Skincare Paket Brightening,skincare,.***.,1,Hmmm ga nyangka aja si pakek ini jadi bikin kulit kering iritasi perih panas gatal kulit wajah mengelupas perih sampe berhari hari😮‍💨😮‍💨,Lebih dari 1 tahun lalu,hmmm ga nyangka aja si pakek ini jadi bikin kulit kering iritasi perih panas gatal kulit wajah mengelupas perih sampe berhari hari,negatif,22
LS Skincare Paket Brightening,skincare,n***g,1,"Ls yg skrng aneeeh gabisaa diblen kaya dlu malah nempel ditangan kaya gini,jdi kaya bedakk dicampur",Lebih dari 1 tahun lalu,ls yg skrng aneeeh gabisaa diblen kaya dlu malah nempel ditangan kaya ginijdi kaya bedakk dicampur,negatif,16
LS Skincare Paket Brightening,skincare,Z***q,1,"Baru 3 kali coba Muka nya megar"" merah""",10 bulan lalu,baru kali coba muka nya megar merah,negatif,7
LS Skincare Paket Brightening,skincare,M***y,1,Kapok gw pake ini ancur muka gw,10 bulan lalu,kapok gw pake ini ancur muka gw,negatif,7
LS Skincare Paket Brightening,skincare,X***e,1,Bikin muka merah2 menglupas perih tindak cocok pokoknyaa sabun ya bikin perih jugaa,Lebih dari 1 tahun lalu,bikin muka merah menglupas perih tindak cocok pokoknyaa sabun ya bikin perih jugaa,negatif,13
LS Skincare Paket Brightening,skincare,Z***i,1,"knp tiap beli toner baunya nyengat wangi bgt,bkn muka gtl merah2 GT,klo BS ngshnya 1 variant jgn tiap beli baunya beda2,ini bnrn muka seluruhnya JD merah bruntus gt",10 bulan lalu,knp tiap beli toner baunya nyengat wangi bgtbkn muka gtl merah gtklo bs ngshnya variant jgn tiap beli baunya bedaini bnrn muka seluruhnya jd merah bruntus gt,negatif,27
LS Skincare Paket Brightening,skincare,O***x,1,Bikin orang dermatitis muka jadi rusak,11 bulan lalu,bikin orang dermatitis muka jadi rusak,negatif,6
LS Skincare Paket Brightening,skincare,E***s,1,Udah 4 hari pemakaian 1. Muka perih 2. Pengelupasan 3. Kaya pake merkucrit ( udh pernah soalnya ) 4. Muka ketarik 5. Merah muka 6. Mungkin lg detox Semoga ada hasil 7....,Lebih dari 1 tahun lalu,udah hari pemakaian muka perih pengelupasan kaya pake merkucrit udh pernah soalnya muka ketarik merah muka mungkin lg detox semoga ada hasil,negatif,22
LS Skincare Paket Brightening,skincare,N***y,1,Kecewa bangett biasanya selalu co disini tapi knpa di kirim yg palsu masa crim malemnya warna ijo😭😭,Lebih dari 1 tahun lalu,kecewa bangett biasanya selalu co disini tapi knpa di kirim yg palsu masa crim malemnya warna ijo,negatif,17
LS Skincare Paket Brightening,skincare,D***u,1,Cream malam nya kok warna nya kayak ginii si..beda jauh sama yang kemaren- psen itu...,Lebih dari 1 tahun lalu,cream malam nya kok warna nya kayak ginii sibeda jauh sama yang kemaren psen itu,negatif,15
LS Skincare Paket Brightening,skincare,Q***t,1,Ko ni beda ya apa ni kW nya ni ls aku beli di toko lain warna MLM nya beda.ni bau obat sih,Lebih dari 1 tahun lalu,ko ni beda ya apa ni kw nya ni ls aku beli di toko lain warna mlm nya bedani bau obat sih,negatif,22
LS Skincare Paket Brightening,skincare,A***q,1,"Astaghfirullah aldzimm di bulan ramadhan ini saya beli skincare di sini ternyata ga BPOM,nyesel banget saya beli di sini masa iya krim malam nya Bauk""nya nyengat bang...",Lebih dari 1 tahun lalu,astaghfirullah aldzimm di bulan ramadhan ini saya beli skincare di sini ternyata ga bpomnyesel banget saya beli di sini masa iya krim malam nya bauknya nyengat bang,negatif,27
LS Skincare Paket Brightening,skincare,B***o,1,Kk mau tanya orderan pertama warna kuning yg buat malam yg ke-dua yg buat malam ko putih Jdi mana yg bnr yg aslinya,Lebih dari 1 tahun lalu,kk mau tanya orderan pertama warna kuning yg buat malam yg kedua yg buat malam ko putih jdi mana yg bnr yg aslinya,negatif,23
LS Skincare Paket Brightening,skincare,T***e,1,"Kok krim MLM,ny jdi beda gini ya, q udah 1 Thun langganan kok baru kali ini dpt krim mlmny kyak palsu",Lebih dari 1 tahun lalu,kok krim mlmny jdi beda gini ya q udah thun langganan kok baru kali ini dpt krim mlmny kyak palsu,negatif,20
LS Skincare Paket Brightening,skincare,G***a,1,"serius knp ya warnanya selalu beda beda,pdhl klo jualan skincare kan harus sesuai dan ngga blh beda beda bahan/warnanya,pasti kalo di komplain selalu bilang *warnanya bed...",Lebih dari 1 tahun lalu,serius knp ya warnanya selalu beda bedapdhl klo jualan skincare kan harus sesuai dan ngga blh beda beda bahanwarnanyapasti kalo di komplain selalu bilang warnanya bed,negatif,26
LS Skincare Paket Brightening,skincare,F***q,1,"Produk tidak bpom panas dipake!!! Minta pertanggungjawaban gak diacc!! Dengan warna cream yang berbeda""host ditanya ngobrol terus!",Lebih dari 1 tahun lalu,produk tidak bpom panas dipake minta pertanggungjawaban gak diacc dengan warna cream yang berbedahost ditanya ngobrol terus,negatif,17
LS Skincare Paket Brightening,skincare,P***p,1,"Padahal kalo beli selalu di toko ini. Tp knp ko sekarang dapetnya Beda ya . Dri stiker trs Code BPOM NA nya. Warna cream malemnya juga beda bnget, tonernya juga Baunya Be...",Lebih dari 1 tahun lalu,padahal kalo beli selalu di toko ini tp knp ko sekarang dapetnya beda ya dri stiker trs code bpom na nya warna cream malemnya juga beda bnget tonernya juga baunya be,negatif,31
LS Skincare Paket Brightening,skincare,J***z,1,Pesan 2 paket booster cuma dikirim 1 Padahal bayar 2 paket,11 bulan lalu,pesan paket booster cuma dikirim padahal bayar paket,negatif,8
LS Skincare Paket Brightening,skincare,S***z,1,Kenapa cream malam nya beda dari toko sebelah sama toko ini beli di toko ini wajah saya jadi kaya gini,10 bulan lalu,kenapa cream malam nya beda dari toko sebelah sama toko ini beli di toko ini wajah saya jadi kaya gini,negatif,20
LS Skincare Paket Brightening,skincare,S***l,1,KECEWA...udah abis puluhan paket baru kali ini pesanan bisa slah masa isi nya facial wash smua g ada toner nya...chat admin g bisa chat penjual g bisa parah....,11 bulan lalu,kecewaudah abis puluhan paket baru kali ini pesanan bisa slah masa isi nya facial wash smua g ada toner nyachat admin g bisa chat penjual g bisa parah,negatif,28
LS Skincare Paket Brightening,skincare,E***v,1,Gak tau sih ini asli atau gak. Krim nya beda ky biasanya. Dr packaging aja udah beda. Apalagi krim nya. Bau ky sandal jepit baru. Di tunggu penjelasannya buat menghubungi...,10 bulan lalu,gak tau sih ini asli atau gak krim nya beda ky biasanya dr packaging aja udah beda apalagi krim nya bau ky sandal jepit baru di tunggu penjelasannya buat menghubungi,negatif,30
LS Skincare Paket Brightening,skincare,X***b,1,Ini kenapa warna day cream nya beda tempatnya juga beda kemarin warna merah skrang kok warna gini day cream nya pun berubah warna..ini asli atau engakkk yaa jadi takut ma...,10 bulan lalu,ini kenapa warna day cream nya beda tempatnya juga beda kemarin warna merah skrang kok warna gini day cream nya pun berubah warnaini asli atau engakkk yaa jadi takut ma,negatif,30
LS Skincare Paket Brightening,skincare,T***j,1,"Setelah lepas Ls 3hari kenapa mukaku jadi beruntusan, dan setelah beli lagi dipake rasanya panas kasar dan kering dimuka padahal sudah pake Ls lama loh muka dari awal mul...",11 bulan lalu,setelah lepas ls hari kenapa mukaku jadi beruntusan dan setelah beli lagi dipake rasanya panas kasar dan kering dimuka padahal sudah pake ls lama loh muka dari awal mul,negatif,29
LS Skincare Paket Brightening,skincare,W***e,1,"Cream siang nya kok beda ya?warnah nya keputih gitu,jdi gx nyatuh di muka padahal, cek out ditokoh yg sama.",9 bulan lalu,cream siang nya kok beda yawarnah nya keputih gitujdi gx nyatuh di muka padahal cek out ditokoh yg sama,negatif,19
LS Skincare Paket Brightening,skincare,R***f,1,Kenapa warna cream ny beda ..jadi takut pakai nya,Lebih dari 1 tahun lalu,kenapa warna cream ny beda jadi takut pakai nya,negatif,9
LS Skincare Paket Brightening,skincare,E***u,1,Gila sakit bngt perih ini aslinya lebih merah dari ini!,Lebih dari 1 tahun lalu,gila sakit bngt perih ini aslinya lebih merah dari ini,negatif,10
LS Skincare Paket Brightening,skincare,V***q,1,Kenapa punyaku beda dari yang dua trus baik banget ya ini ngk harus kaya yang dua,Lebih dari 1 tahun lalu,kenapa punyaku beda dari yang dua trus baik banget ya ini ngk harus kaya yang dua,negatif,16
LS Skincare Paket Brightening,skincare,K***n,1,"Ko agak curiga yaa yang sabun cuci mukanya sama krim malemnya kaya kw gitu ka ,beda wrnya beli sebelumnya wrnnya bukan Oren tapi pink ,ini gambarnya kaya prinan gitu moho...",Lebih dari 1 tahun lalu,ko agak curiga yaa yang sabun cuci mukanya sama krim malemnya kaya kw gitu ka beda wrnya beli sebelumnya wrnnya bukan oren tapi pink ini gambarnya kaya prinan gitu moho,negatif,30
LS Skincare Paket Brightening,skincare,M***g,1,"Pemakain 4 hari yg saya rasakan wajah jd perih cekit” kek luka kesiram betadin, kulit jd ngelupas se muka full mirip sisik gitu dan jd kasar bgt mukaku, kalo kena panas m...",10 bulan lalu,pemakain hari yg saya rasakan wajah jd perih cekit kek luka kesiram betadin kulit jd ngelupas se muka full mirip sisik gitu dan jd kasar bgt mukaku kalo kena panas m,negatif,31
LS Skincare Paket Brightening,skincare,Y***t,1,Barang yg di kirim palsu udah beli mahal mahal,10 bulan lalu,barang yg di kirim palsu udah beli mahal mahal,negatif,9
LS Skincare Paket Brightening,skincare,L***l,1,Kok beda yah wrnanya.. Cremnya pink toner sma sbun kok wrna kek orens.. Ori gak sih ini.. 😏🙏,10 bulan lalu,kok beda yah wrnanya cremnya pink toner sma sbun kok wrna kek orens ori gak sih ini,negatif,17
LS Skincare Paket Brightening,skincare,Y***v,1,"Selalu langganan di tokoh ini,TPI krim yg dulu SMA yg skrg SGT beda bgt,,kek plsuh Uda gtu klu di pkai kulit selalu terkelupas,jdi mlh SMA tman2 kmu maki merkuri ya ktnya...",10 bulan lalu,selalu langganan di tokoh initpi krim yg dulu sma yg skrg sgt beda bgtkek plsuh uda gtu klu di pkai kulit selalu terkelupasjdi mlh sma tman kmu maki merkuri ya ktnya,negatif,31
LS Skincare Paket Brightening,skincare,V***d,1,Minta dikirim yang kemasan baru tp malah engga juga padahal udah di chat,Lebih dari 1 tahun lalu,minta dikirim yang kemasan baru tp malah engga juga padahal udah di chat,negatif,13
LS Skincare Paket Brightening,skincare,P***y,1,Knp krim malamnya kok gk sma warnanya.. Kmren agk kuning yg ini kok agk putih... Trus baunya jg gk harum... Ini kw ta asli,Lebih dari 1 tahun lalu,knp krim malamnya kok gk sma warnanya kmren agk kuning yg ini kok agk putih trus baunya jg gk harum ini kw ta asli,negatif,24
LS Skincare Paket Brightening,skincare,A***a,1,KA ini Ls skincare beda sama sebelum nya sya beli dah 2 x bagus ko ini yg ke 3 kali nya jelas warna nya beda am yg sebelum nya..🙏,Lebih dari 1 tahun lalu,ka ini ls skincare beda sama sebelum nya sya beli dah x bagus ko ini yg ke kali nya jelas warna nya beda am yg sebelum nya,negatif,27
LS Skincare Paket Brightening,skincare,O***c,1,Knpa ya krim malam nya bau nya aneh trus warna ny juga Kya gituh Jadi takut...,Lebih dari 1 tahun lalu,knpa ya krim malam nya bau nya aneh trus warna ny juga kya gituh jadi takut,negatif,16
LS Skincare Paket Brightening,skincare,C***v,1,"kk criam mlm nya koq beda yaa warna ny koq beda,,,,kunibg puyeh",Lebih dari 1 tahun lalu,kk criam mlm nya koq beda yaa warna ny koq bedakunibg puyeh,negatif,12
LS Skincare Paket Brightening,skincare,D***k,1,"Dulu aku bli warnanya kuning bngt trus wangi LG, ko yg ini warnanya kuning pucat trus ga wangi LG, knp ya ap yg ini ga ORI , jawab ya k",Lebih dari 1 tahun lalu,dulu aku bli warnanya kuning bngt trus wangi lg ko yg ini warnanya kuning pucat trus ga wangi lg knp ya ap yg ini ga ori jawab ya k,negatif,29
LS Skincare Paket Brightening,skincare,H***a,1,Aku make produk ini udah hbis beberpa paket ya.. hampir 2vthunan...tapi baru kali ini ada yg beda dengan cream mlamnya... Warna dan baunya beda dari yg aku pake... Terus...,Lebih dari 1 tahun lalu,aku make produk ini udah hbis beberpa paket ya hampir vthunantapi baru kali ini ada yg beda dengan cream mlamnya warna dan baunya beda dari yg aku pake terus,negatif,29
LS Skincare Paket Brightening,skincare,D***k,1,Kak ini gmn ya kok crim malem nya gini bau nya ga enak warna juga tidak sama seperti biasa saya beli sebelum nya saya jdi tkut buat makek nya jujur saya kecewa padahal sa...,Lebih dari 1 tahun lalu,kak ini gmn ya kok crim malem nya gini bau nya ga enak warna juga tidak sama seperti biasa saya beli sebelum nya saya jdi tkut buat makek nya jujur saya kecewa padahal sa,negatif,34
LS Skincare Paket Brightening,skincare,R***z,1,Pengemasan kurang aman barang ku pecah beli dua paket,Lebih dari 1 tahun lalu,pengemasan kurang aman barang ku pecah beli dua paket,negatif,9
LS Skincare Paket Brightening,skincare,R***o,1,Krim malam nya bau banget nyengat ke hidung kaya bawang merahh ke mata juga perih,Lebih dari 1 tahun lalu,krim malam nya bau banget nyengat ke hidung kaya bawang merahh ke mata juga perih,negatif,15
LS Skincare Paket Brightening,skincare,R***k,1,𝘉𝘢𝘳𝘢𝘯𝘨 𝘵𝘪𝘥𝘢𝘬 𝘴𝘦𝘴𝘶𝘢𝘯,Lebih dari 1 tahun lalu,,negatif,0
LS Skincare Paket Brightening,skincare,A***i,1,Kenapa ls yang baru Dateng beda ya sama yang aku beli. Pertama warna ya ajah udh beda,Lebih dari 1 tahun lalu,kenapa ls yang baru dateng beda ya sama yang aku beli pertama warna ya ajah udh beda,negatif,17
LS Skincare Paket Brightening,skincare,L***l,1,Ko cream night booster nya sekarang warna putih sii Ngacooo deh Nyesel beli di toko ini,Lebih dari 1 tahun lalu,ko cream night booster nya sekarang warna putih sii ngacooo deh nyesel beli di toko ini,negatif,16
LS Skincare Paket Brightening,skincare,P***z,1,"Padahal beli di toko yg sama kok krim nya berbeda sekali,krim malam kok warna putih. Saya kecewa",Lebih dari 1 tahun lalu,padahal beli di toko yg sama kok krim nya berbeda sekalikrim malam kok warna putih saya kecewa,negatif,17
LS Skincare Paket Brightening,skincare,R***p,1,Hahah kecewa banget udah beli 2paket tapi nyesel pas buka paketnya gak dividio night cream yang lama sama yang baru datang beda banget dari warnaa dan wadahnyaa masa yan...,Lebih dari 1 tahun lalu,hahah kecewa banget udah beli paket tapi nyesel pas buka paketnya gak dividio night cream yang lama sama yang baru datang beda banget dari warnaa dan wadahnyaa masa yan,negatif,29
LS Skincare Paket Brightening,skincare,Q***o,1,"GAUSA BELI DISINI, KRIM MALAMNYA NGRUSAK WAJAH, MENGANDUNG HYDROCYNON, AKU DATENG PAKET KE 4 WAJAH LANGSUNG RUSAK KRIM MALAM OKSIDASI NGAJUIN PENGEMBALIAN G DIKONFIR!!!!",Lebih dari 1 tahun lalu,gausa beli disini krim malamnya ngrusak wajah mengandung hydrocynon aku dateng paket ke wajah langsung rusak krim malam oksidasi ngajuin pengembalian g dikonfir,negatif,23
LS Skincare Paket Brightening,skincare,N***y,1,Ko yg pertama night cream nya warna kuning Sekarang pesen lagi yg ke dua datang yg berbeda ya. Apa yg lain juga sama,Lebih dari 1 tahun lalu,ko yg pertama night cream nya warna kuning sekarang pesen lagi yg ke dua datang yg berbeda ya apa yg lain juga sama,negatif,23
LS Skincare Paket Brightening,skincare,L***i,1,"Kenapa cream malam ya warnanya pucat,trs baunya TDK menyengat kayak yg warna kuning",Lebih dari 1 tahun lalu,kenapa cream malam ya warnanya pucattrs baunya tdk menyengat kayak yg warna kuning,negatif,13
LS Skincare Paket Brightening,skincare,G***k,1,"Ka maaf ko crim malamnya warnanya gini ya, biasanya kan suka warna kuning. Aku ini pesen yg booster. Atau diapgreed lagi ceim mamlam nya jadinya ganti warna,?",Lebih dari 1 tahun lalu,ka maaf ko crim malamnya warnanya gini ya biasanya kan suka warna kuning aku ini pesen yg booster atau diapgreed lagi ceim mamlam nya jadinya ganti warna,negatif,27
LS Skincare Paket Brightening,skincare,V***l,1,Kenapa sekarang krim malam Nya jadi pucet kaya gini,Lebih dari 1 tahun lalu,kenapa sekarang krim malam nya jadi pucet kaya gini,negatif,9
LS Skincare Paket Brightening,skincare,O***j,1,gmn ini ko beda krim mlmnya?? baunya jg lebih nyengat,Lebih dari 1 tahun lalu,gmn ini ko beda krim mlmnya baunya jg lebih nyengat,negatif,10
LS Skincare Paket Brightening,skincare,Y***d,1,"Baru kali ini kecewa sama ls,krim malam ga sama seperti biasanya yg ini lebih nyengat ga wort it sama sekali biasanya LBH ke harum dan warnanya pun beda 100%",Lebih dari 1 tahun lalu,baru kali ini kecewa sama lskrim malam ga sama seperti biasanya yg ini lebih nyengat ga wort it sama sekali biasanya lbh ke harum dan warnanya pun beda,negatif,28
LS Skincare Paket Brightening,skincare,C***e,1,Kok bedak mlm nya wrna putih ya trusss bauk bangt beda bgt sama yang prtma saya pesan ini gimna ya tolong dong rspon nya ini asli apa egk sya jadi takut pake nya to...,Lebih dari 1 tahun lalu,kok bedak mlm nya wrna putih ya trusss bauk bangt beda bgt sama yang prtma saya pesan ini gimna ya tolong dong rspon nya ini asli apa egk sya jadi takut pake nya to,negatif,34
LS Skincare Paket Brightening,skincare,V***k,1,"Kecewa beli ini pruduk muka ancur, merah Bru 1 hari pemakaian terus kena penyakit dermatitis...sumpah..rasanya nyesel ketemu produk abal2,langsung saya buang.😭😭😭😭",Lebih dari 1 tahun lalu,kecewa beli ini pruduk muka ancur merah bru hari pemakaian terus kena penyakit dermatitissumpahrasanya nyesel ketemu produk aballangsung saya buang,negatif,20
LS Skincare Paket Brightening,skincare,I***q,1,"Biasanya beli cream malamnya wangi,kok yg ini bau mercon ya😭😭😭dipake juga kulitku malah gosong",Lebih dari 1 tahun lalu,biasanya beli cream malamnya wangikok yg ini bau mercon yadipake juga kulitku malah gosong,negatif,14
LS Skincare Paket Brightening,skincare,H***e,1,Ini kemasan nya kok beda isi nya beda bau nya gk enak krim mlm nya pucet banget,Lebih dari 1 tahun lalu,ini kemasan nya kok beda isi nya beda bau nya gk enak krim mlm nya pucet banget,negatif,17
LS Skincare Paket Brightening,skincare,X***s,1,"Kayanya dapet yg palsu ini, krimnya jadi putih dan baunya menyengat, barcode mnya di tempel stiker biasanya ngga, takut banget",Lebih dari 1 tahun lalu,kayanya dapet yg palsu ini krimnya jadi putih dan baunya menyengat barcode mnya di tempel stiker biasanya ngga takut banget,negatif,20
LS Skincare Paket Brightening,skincare,A***z,1,Nitip y nnti aku blik lagi ksni liat hsilnya🥰 9-3-2025,Lebih dari 1 tahun lalu,nitip y nnti aku blik lagi ksni liat hsilnya,negatif,9
LS Skincare Paket Brightening,skincare,G***k,1,"Penipuan, aku kira tokonya amanah, padahal sdh langganan, baru ngeh, di night cream booster nya no BPOM nya di tempel.",Lebih dari 1 tahun lalu,penipuan aku kira tokonya amanah padahal sdh langganan baru ngeh di night cream booster nya no bpom nya di tempel,negatif,20
LS Skincare Paket Brightening,skincare,U***n,1,"Mengecewakan pesanan masih kurang 1 item (serum brigh aktive), padahal sudah langganan.",Lebih dari 1 tahun lalu,mengecewakan pesanan masih kurang item serum brigh aktive padahal sudah langganan,negatif,11
LS Skincare Paket Brightening,skincare,O***u,1,Kk kenapa crem malam nya pucat kali warna nya kk ke warna putih kepucatan kk padahal kemaren aku beli ngak se pucat ini warna nya kk warna kek kuningan sedikit kuning ny...,Lebih dari 1 tahun lalu,kk kenapa crem malam nya pucat kali warna nya kk ke warna putih kepucatan kk padahal kemaren aku beli ngak se pucat ini warna nya kk warna kek kuningan sedikit kuning ny,negatif,32
LS Skincare Paket Brightening,skincare,X***o,1,"Kenapa ya cream MLM nya warna nya begini terus bau LGI GK ada wangi "" nya terus muka Qu Mlah kusam dn jdi hitam muka ini jangan"" palsu ini😭",Lebih dari 1 tahun lalu,kenapa ya cream mlm nya warna nya begini terus bau lgi gk ada wangi nya terus muka qu mlah kusam dn jdi hitam muka ini jangan palsu ini,negatif,28
LS Skincare Paket Brightening,skincare,T***c,1,"Ragu"" soalnya crem MLM nya kk warna nya hijau muda,ini asli ap bukan ya",Lebih dari 1 tahun lalu,ragu soalnya crem mlm nya kk warna nya hijau mudaini asli ap bukan ya,negatif,14
LS Skincare Paket Brightening,skincare,F***h,1,"Gatau beda varian atau apa kmarin aku beli pket lngkap yg ada serum bagus bnget di muka ku. Tapi yg ini kok cream malam nya kuning, terus bau mercon ampe sesak nafas aku...",Lebih dari 1 tahun lalu,gatau beda varian atau apa kmarin aku beli pket lngkap yg ada serum bagus bnget di muka ku tapi yg ini kok cream malam nya kuning terus bau mercon ampe sesak nafas aku,negatif,33
LS Skincare Paket Brightening,skincare,Y***c,1,Krim malamnya beda .asli ap kw ya ini warna hijau bukn kuning😭😭,Lebih dari 1 tahun lalu,krim malamnya beda asli ap kw ya ini warna hijau bukn kuning,negatif,12
